State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Date Local,Time Local,Date GMT,Time GMT,Sample Measurement,Units of Measure
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,9:00,1/8/18,15:00,0.285,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,10:00,1/8/18,16:00,0.238,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,11:00,1/8/18,17:00,0.292,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,12:00,1/8/18,18:00,0.201,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,13:00,1/8/18,19:00,0.189,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,14:00,1/8/18,20:00,0.2,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,15:00,1/8/18,21:00,0.195,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,16:00,1/8/18,22:00,0.292,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,17:00,1/8/18,23:00,0.24,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,18:00,1/9/18,0:00,0.276,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,19:00,1/9/18,1:00,0.26,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,20:00,1/9/18,2:00,0.249,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,21:00,1/9/18,3:00,0.284,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,22:00,1/9/18,4:00,0.234,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/8/18,23:00,1/9/18,5:00,0.215,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,0:00,1/9/18,6:00,0.23,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,1:00,1/9/18,7:00,0.31,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,2:00,1/9/18,8:00,0.281,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,3:00,1/9/18,9:00,0.327,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,4:00,1/9/18,10:00,0.318,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,5:00,1/9/18,11:00,0.378,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,6:00,1/9/18,12:00,0.441,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,7:00,1/9/18,13:00,0.48,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,8:00,1/9/18,14:00,0.445,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,9:00,1/9/18,15:00,0.563,Parts per million
17,31,4201,42101,1,42.139996,-87.799227,WGS84,Carbon monoxide,1/9/18,10:00,1/9/18,16:00,0.603,Parts per million
